     0.0000    0.000000000   0.000000000   0.000000000   1.000000000
               0.000000e+00  1.745329e-02  0.000000e+00
               2.360325e-04 -1.484204e-03 -1.228667e-04
     0.0360    0.000000076   0.000313710  -0.000000040   0.999999951
               8.493613e-06  1.739987e-02 -4.419654e-06
               2.357877e-04 -1.483354e-03 -1.226451e-04
     0.0720    0.000000306   0.000626458  -0.000000159   0.999999804
               1.697841e-05  1.734648e-02 -8.831335e-06
               2.355429e-04 -1.482504e-03 -1.224238e-04
     0.1080    0.000000688   0.000938246  -0.000000358   0.999999560
               2.545439e-05  1.729312e-02 -1.323505e-05
               2.352979e-04 -1.481653e-03 -1.222025e-04
     0.1440    0.000001222   0.001249073  -0.000000636   0.999999220
               3.392155e-05  1.723979e-02 -1.763080e-05
               2.350527e-04 -1.480803e-03 -1.219815e-04
     0.1800    0.000001908   0.001558940  -0.000000993   0.999998785
               4.237988e-05  1.718649e-02 -2.201859e-05
               2.348074e-04 -1.479953e-03 -1.217605e-04
     0.2160    0.000002747   0.001867848  -0.000001430   0.999998256
               5.082937e-05  1.713322e-02 -2.639844e-05
               2.345620e-04 -1.479103e-03 -1.215398e-04
     0.2520    0.000003738   0.002175797  -0.000001946   0.999997633
               5.927003e-05  1.707999e-02 -3.077033e-05
               2.343164e-04 -1.478252e-03 -1.213191e-04
     0.2880    0.000004880   0.002482787  -0.000002540   0.999996918
               6.770184e-05  1.702678e-02 -3.513429e-05
               2.340708e-04 -1.477402e-03 -1.210987e-04
     0.3240    0.000006173   0.002788820  -0.000003214   0.999996111
               7.612481e-05  1.697360e-02 -3.949031e-05
               2.338249e-04 -1.476552e-03 -1.208784e-04
     0.3600    0.000007618   0.003093896  -0.000003966   0.999995214
               8.453892e-05  1.692046e-02 -4.383840e-05
               2.335790e-04 -1.475701e-03 -1.206582e-04
     0.3960    0.000009215   0.003398015  -0.000004797   0.999994227
               9.294417e-05  1.686734e-02 -4.817857e-05
               2.333329e-04 -1.474851e-03 -1.204382e-04
     0.4320    0.000010962   0.003701178  -0.000005706   0.999993151
               1.013406e-04  1.681426e-02 -5.251083e-05
               2.330866e-04 -1.474001e-03 -1.202184e-04
